player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
3876,Joe,Cole,Joe Cole,2015,405,joe-cole,England,London,England,1981-11-08 00:00:00,Attacking Midfield,Midfield,right,176,,Skillequal Ltd.,https://img.a.transfermarkt.technology/portrait/header/3876-1524234241.jpg?lm=1,,,,https://www.transfermarkt.co.uk/joe-cole/profil/spieler/3876,GB1,Aston Villa Football Club,150000,21000000
3878,Michael,Carrick,Michael Carrick,2017,985,michael-carrick,England,Wallsend,England,1981-07-28 00:00:00,Defensive Midfield,Midfield,right,189,,10Ten Football,https://img.a.transfermarkt.technology/portrait/header/3878-1666625002.jpg?lm=1,,,,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878,GB1,Manchester United Football Club,1000000,26500000
3881,Glen,Johnson,Glen Johnson,2017,512,glen-johnson,England,London,England,1984-08-23 00:00:00,Right-Back,Defender,both,182,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/3881-1475583851.jpg?lm=1,,,,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,GB1,Stoke City,2500000,17000000
3890,,Eduardo,Eduardo,2013,1147,eduardo,Brazil,São João do Piauí,Brazil,1980-08-05 00:00:00,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_3890_1147_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/eduardo/profil/spieler/3890,FR1,AC Ajaccio,500000,2500000
3900,Henri,Camara,Henri Camara,2015,6418,henri-camara,Senegal,Dakar,Senegal,1977-05-10 00:00:00,Centre-Forward,Attack,both,178,,Willie McKay,https://img.a.transfermarkt.technology/portrait/header/3900-1414138005.jpg?lm=1,,,,https://www.transfermarkt.co.uk/henri-camara/profil/spieler/3900,GR1,Panetolikos Agrinio,150000,6500000
3901,Pierre-Alain,Frau,Pierre-Alain Frau,2013,750,pierre-alain-frau,France,Montbéliard,France,1980-04-15 00:00:00,Centre-Forward,Attack,right,175,,,https://img.a.transfermarkt.technology/portrait/header/3901-1677151313.jpg?lm=1,,,,https://www.transfermarkt.co.uk/pierre-alain-frau/profil/spieler/3901,FR1,FC Sochaux-Montbéliard,250000,8750000
3913,Omar,Daf,Omar Daf,2012,750,omar-daf,Senegal,Dakar,Senegal,1977-02-12 00:00:00,Right-Back,Defender,right,177,,,https://img.a.transfermarkt.technology/portrait/header/s_3913_750_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/omar-daf/profil/spieler/3913,FR1,FC Sochaux-Montbéliard,250000,2000000
3914,Pascal,Feindouno,Pascal Feindouno,2012,2292,pascal-feindouno,Guinea,Conakry,Guinea,1981-02-27 00:00:00,Right Winger,Attack,right,176,,ISM,https://img.a.transfermarkt.technology/portrait/header/3914-1447919569.jpg?lm=1,,,,https://www.transfermarkt.co.uk/pascal-feindouno/profil/spieler/3914,TR1,Elazigspor,75000,7500000
3916,Péguy,Luyindula,Péguy Luyindula,2012,583,peguy-luyindula,Zaire,Kinshasa,France,1979-05-25 00:00:00,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_3916_583_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/peguy-luyindula/profil/spieler/3916,FR1,Paris Saint-Germain Football Club,600000,11250000
3924,Didier,Drogba,Didier Drogba,2014,631,didier-drogba,Cote d'Ivoire,Abidjan,Cote d'Ivoire,1978-03-11 00:00:00,Centre-Forward,Attack,both,189,,,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,,,,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,GB1,Chelsea Football Club,500000,40000000
3926,Marama,Vahirua,Marama Vahirua,2012,7185,marama-vahirua,Tahiti,Papeete,Tahiti,1980-05-12 00:00:00,Second Striker,Attack,right,168,,,https://img.a.transfermarkt.technology/portrait/header/s_3926_7185_2013_06_13_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marama-vahirua/profil/spieler/3926,GR1,Panthrakikos Komotini,400000,5000000
3942,Martin,Lanig,Martin Lanig,2014,24,martin-lanig,Germany,Bad Mergentheim,Germany,,Defensive Midfield,Midfield,right,190,,,https://img.a.transfermarkt.technology/portrait/header/3942-1407140735.jpg?lm=1,,,,https://www.transfermarkt.co.uk/martin-lanig/profil/spieler/3942,L1,Eintracht Frankfurt Fußball AG,600000,3500000
3947,Henrik,Pedersen,Henrik Pedersen,2012,1177,henrik-pedersen,Denmark,Kopenhagen,Denmark,1975-06-10 00:00:00,Centre-Forward,Attack,right,185,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/henrik-pedersen/profil/spieler/3947,DK1,Silkeborg Idrætsforening,150000,2000000
3950,Kevin,Nolan,Kevin Nolan,2015,379,kevin-nolan,England,Liverpool,England,1982-06-24 00:00:00,Attacking Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3950-1482228569.jpg?lm=1,,,,https://www.transfermarkt.co.uk/kevin-nolan/profil/spieler/3950,GB1,West Ham United Football Club,2000000,8000000
3966,Djibril,Cissé,Djibril Cissé,2014,595,djibril-cisse,France,Arles,France,1981-08-12 00:00:00,Centre-Forward,Attack,right,182,,TTMA,https://img.a.transfermarkt.technology/portrait/header/3966-1497545601.jpg?lm=1,,,,https://www.transfermarkt.co.uk/djibril-cisse/profil/spieler/3966,FR1,SC Bastia,200000,20000000
3975,Domi,Kumbela,Domi Kumbela,2014,1506,domi-kumbela,Zaire,Kinshasa,DR Congo,1984-04-20 00:00:00,Centre-Forward,Attack,right,172,,KL Sportsbase,https://img.a.transfermarkt.technology/portrait/header/3975-1499184048.jpg?lm=1,,,,https://www.transfermarkt.co.uk/domi-kumbela/profil/spieler/3975,TR1,Kardemir Karabükspor,250000,1750000
3978,Svetoslav,Todorov,Svetoslav Todorov,2012,6996,svetoslav-todorov,Bulgaria,Dobrich,Bulgaria,1978-08-30 00:00:00,Centre-Forward,Attack,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3978-1638520064.png?lm=1,,,,https://www.transfermarkt.co.uk/svetoslav-todorov/profil/spieler/3978,UKR1,Goverla Uzhgorod (- 2016),300000,5000000
3979,Iker,Casillas,Iker Casillas,2018,720,iker-casillas,Spain,Móstoles,Spain,1981-05-20 00:00:00,Goalkeeper,Goalkeeper,left,182,,,https://img.a.transfermarkt.technology/portrait/header/3979-1542105569.png?lm=1,,,,https://www.transfermarkt.co.uk/iker-casillas/profil/spieler/3979,PO1,Futebol Clube do Porto,1000000,35000000
3989,Dmitriy,Sychev,Dmitriy Sychev,2013,12438,dmitriy-sychev,UdSSR,Omsk,Russia,1983-10-26 00:00:00,Centre-Forward,Attack,right,176,,Pavel Andreev,https://img.a.transfermarkt.technology/portrait/header/3989-1554113637.png?lm=1,,,,https://www.transfermarkt.co.uk/dmitriy-sychev/profil/spieler/3989,RU1,Volga Nizhniy Novgorod (- 2016),25000,10000000
3995,Gary,O'Neil,Gary O'Neil,2015,1123,gary-oneil,England,London,England,1983-05-18 00:00:00,Central Midfield,Midfield,right,174,,CMG Sports,https://img.a.transfermarkt.technology/portrait/header/s_3995_641_2009_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/gary-oneil/profil/spieler/3995,GB1,Norwich City,500000,7500000
4010,Dirk,Kuyt,Dirk Kuyt,2016,234,dirk-kuyt,Netherlands,Katwijk,Netherlands,1980-07-22 00:00:00,Right Winger,Attack,right,184,,,https://img.a.transfermarkt.technology/portrait/header/4010-1401971428.jpg?lm=1,,,,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010,NL1,Feyenoord Rotterdam,1500000,20000000
4015,Louis,Saha,Louis Saha,2012,398,louis-saha,France,Paris,France,1978-08-08 00:00:00,Centre-Forward,Attack,left,182,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/s_4015_398_2013_02_14_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/louis-saha/profil/spieler/4015,IT1,Società Sportiva Lazio S.p.A.,400000,18000000
4018,Daniel,Baier,Daniel Baier,2019,167,daniel-baier,Germany,Köln,Germany,1984-05-18 00:00:00,Defensive Midfield,Midfield,right,176,,Robert Schneider,https://img.a.transfermarkt.technology/portrait/header/4018-1534232227.jpg?lm=1,,,,https://www.transfermarkt.co.uk/daniel-baier/profil/spieler/4018,L1,Fußball-Club Augsburg 1907,400000,3500000
4042,Brad,Jones,Brad Jones,2017,234,brad-jones,Australia,Armadale,Australia,1982-03-19 00:00:00,Goalkeeper,Goalkeeper,left,194,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_4042_31_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/brad-jones/profil/spieler/4042,NL1,Feyenoord Rotterdam,100000,2000000
4055,Dean,Marney,Dean Marney,2017,1132,dean-marney,England,London,England,1984-01-31 00:00:00,Central Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/4055-1520607622.jpg?lm=1,,,,https://www.transfermarkt.co.uk/dean-marney/profil/spieler/4055,GB1,Burnley Football Club,800000,3000000
4056,Simon,Davies,Simon Davies,2012,931,simon-davies,Wales,Haverfordwest,Wales,1979-10-23 00:00:00,Right Midfield,Midfield,right,178,,TMUS Sports,https://img.a.transfermarkt.technology/portrait/header/s_4056_931_2009_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/simon-davies/profil/spieler/4056,GB1,Fulham Football Club,500000,5500000
4058,Lee,Barnard,Lee Barnard,2012,180,lee-barnard,England,London,England,1984-07-18 00:00:00,Centre-Forward,Attack,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4058_180_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/lee-barnard/profil/spieler/4058,GB1,Southampton FC,250000,500000
4063,Stewart,Downing,Stewart Downing,2016,641,stewart-downing,England,Middlesbrough,England,1984-07-22 00:00:00,Left Winger,Attack,left,180,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/s_4063_31_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/stewart-downing/profil/spieler/4063,GB1,Middlesbrough FC,200000,16000000
4070,Liam,Ridgewell,Liam Ridgewell,2013,984,liam-ridgewell,England,London,England,1984-07-21 00:00:00,Centre-Back,Defender,both,188,,SEM Group plc.,https://img.a.transfermarkt.technology/portrait/header/4070-1520795118.JPG?lm=1,,,,https://www.transfermarkt.co.uk/liam-ridgewell/profil/spieler/4070,GB1,West Bromwich Albion,500000,4500000
4072,Peter,Crouch,Peter Crouch,2018,1132,peter-crouch,England,Macclesfield,England,1981-01-30 00:00:00,Centre-Forward,Attack,right,201,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/4072-1475584165.jpg?lm=1,,,,https://www.transfermarkt.co.uk/peter-crouch/profil/spieler/4072,GB1,Burnley Football Club,1000000,12000000
4075,Luke,Moore,Luke Moore,2013,2292,luke-moore,England,Birmingham,England,1986-02-13 00:00:00,Centre-Forward,Attack,,180,,,https://img.a.transfermarkt.technology/portrait/header/4075-1601202439.jpg?lm=1,,,,https://www.transfermarkt.co.uk/luke-moore/profil/spieler/4075,TR1,Elazigspor,700000,3750000
4086,Darren,Ambrose,Darren Ambrose,2013,441,darren-ambrose,England,Harlow,England,1984-02-29 00:00:00,Left Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/darren-ambrose/profil/spieler/4086,GR1,Apollon Smyrnis,300000,2000000
4094,Frazer,Richardson,Frazer Richardson,2012,180,frazer-richardson,England,Rotherham,England,1982-10-29 00:00:00,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4094_180_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/frazer-richardson/profil/spieler/4094,GB1,Southampton FC,350000,1000000
4095,Matthew,Kilgallon,Matthew Kilgallon,2018,2999,matthew-kilgallon,England,York,England,1984-01-08 00:00:00,Centre-Back,Defender,,185,,,https://img.a.transfermarkt.technology/portrait/header/4095-1515180894.jpg?lm=1,,,,https://www.transfermarkt.co.uk/matthew-kilgallon/profil/spieler/4095,SC1,Hamilton Academical FC,300000,2000000
4111,Garry,Monk,Garry Monk,2013,2288,garry-monk,England,Bedford,England,1979-03-06 00:00:00,Centre-Back,Defender,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_4111_2288_2013_02_07_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/garry-monk/profil/spieler/4111,GB1,Swansea City,500000,1250000
4112,Rory,Delap,Rory Delap,2012,512,rory-delap,England,Sutton Coldfield,Ireland,1976-07-06 00:00:00,Central Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_4112_512_2009_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rory-delap/profil/spieler/4112,GB1,Stoke City,250000,5500000
4115,Chris,Baird,Chris Baird,2014,984,chris-baird,Northern Ireland,Rasharkin,Northern Ireland,1982-02-25 00:00:00,Defensive Midfield,Midfield,right,185,,Midas Sports,https://img.a.transfermarkt.technology/portrait/header/4115-1464949370.jpg?lm=1,,,,https://www.transfermarkt.co.uk/chris-baird/profil/spieler/4115,GB1,West Bromwich Albion,250000,4000000
4133,Richie,Ryan,Richie Ryan,2012,1519,richie-ryan,Ireland,Tipperary,Ireland,1985-01-06 00:00:00,Defensive Midfield,Midfield,both,178,,,https://img.a.transfermarkt.technology/portrait/header/4133-1648288446.jpg?lm=1,,,,https://www.transfermarkt.co.uk/richie-ryan/profil/spieler/4133,SC1,Dundee United Football Club,100000,350000
4158,Anthony,Lurling,Anthony Lurling,2013,132,anthony-lurling,Netherlands,Den Bosch,Netherlands,1977-04-22 00:00:00,Attacking Midfield,Midfield,,,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/anthony-lurling/profil/spieler/4158,NL1,Nooit Opgeven Altijd Doorzetten Aangenaam Door Vermaak En Nuttig Door Ontspanning Combinatie Breda,100000,2500000
4188,Ricardo,Quaresma,Ricardo Quaresma,2021,2420,ricardo-quaresma,Portugal,Lisboa,Portugal,1983-09-26 00:00:00,Right Winger,Attack,right,175,,,https://img.a.transfermarkt.technology/portrait/header/4188-1631004334.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ricardo-quaresma/profil/spieler/4188,PO1,Vitória Sport Clube,300000,25000000
4190,Brian,Murphy,Brian Murphy,2018,603,brian-murphy,Ireland,Waterford,Ireland,1983-05-07 00:00:00,Goalkeeper,Goalkeeper,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_4190_1039_2013_03_07_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/brian-murphy/profil/spieler/4190,GB1,Cardiff City,10000,500000
4192,Rafael,van der Vaart,Rafael van der Vaart,2018,3426,rafael-van-der-vaart,Netherlands,Heemskerk,Netherlands,1983-02-11 00:00:00,Attacking Midfield,Midfield,,,,Robert Geerlings,https://img.a.transfermarkt.technology/portrait/header/4192-1447257367.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rafael-van-der-vaart/profil/spieler/4192,DK1,Esbjerg fB,200000,26000000
4205,Bobby,Zamora,Bobby Zamora,2014,1039,bobby-zamora,England,London,England,1981-01-16 00:00:00,Centre-Forward,Attack,left,184,,,https://img.a.transfermarkt.technology/portrait/header/4205-1598528728.jpg?lm=1,,,,https://www.transfermarkt.co.uk/bobby-zamora/profil/spieler/4205,GB1,Queens Park Rangers,750000,8000000
4208,Dominik,Reinhardt,Dominik Reinhardt,2014,167,dominik-reinhardt,Germany,Leverkusen,Germany,1984-12-19 00:00:00,Right-Back,Defender,,,,Soccer-Concept AG,https://img.a.transfermarkt.technology/portrait/header/4208-1406757785.jpg?lm=1,,,,https://www.transfermarkt.co.uk/dominik-reinhardt/profil/spieler/4208,L1,Fußball-Club Augsburg 1907,50000,3500000
4216,Florent,Sinama-Pongolle,Florent Sinama-Pongolle,2015,1519,florent-sinama-pongolle,Réunion,Saint-Pierre,France,1984-10-20 00:00:00,Second Striker,Attack,right,176,,,https://img.a.transfermarkt.technology/portrait/header/4216-1448635837.jpg?lm=1,,,,https://www.transfermarkt.co.uk/florent-sinama-pongolle/profil/spieler/4216,SC1,Dundee United Football Club,250000,11000000
4217,Anthony,Le Tallec,Anthony Le Tallec,2016,3060,anthony-le-tallec,France,Hennebont,France,1984-10-03 00:00:00,Centre-Forward,Attack,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_4217_1423_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/anthony-le-tallec/profil/spieler/4217,GR1,APS Atromitos Athinon,250000,4500000
4219,David,Fox,David Fox,2013,1123,david-fox,England,Leek,England,1983-12-13 00:00:00,Central Midfield,Midfield,right,175,,Full Contact,https://img.a.transfermarkt.technology/portrait/header/s_4219_1123_2013_03_06_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/david-fox/profil/spieler/4219,GB1,Norwich City,250000,2000000
4233,Adam,Federici,Adam Federici,2017,989,adam-federici,Australia,Nowra,Australia,1985-01-31 00:00:00,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/s_4233_1032_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/adam-federici/profil/spieler/4233,GB1,Association Football Club Bournemouth,250000,2000000
4241,Joleon,Lescott,Joleon Lescott,2016,2441,joleon-lescott,England,Birmingham,England,1982-08-16 00:00:00,Centre-Back,Defender,left,191,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/s_4241_281_2013_10_18_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/joleon-lescott/profil/spieler/4241,GR1,Athlitiki Enosi Konstantinoupoleos,1000000,17000000
4248,,Diego,Diego,2015,36,diego,Brazil,Ribeirão Preto,Brazil,1985-02-28 00:00:00,Attacking Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/4248-1506074640.jpg?lm=1,,,,https://www.transfermarkt.co.uk/diego/profil/spieler/4248,TR1,Fenerbahçe Spor Kulübü,300000,29000000
4251,Callum,Davidson,Callum Davidson,2013,2578,callum-davidson,Scotland,Stirling,Scotland,1976-06-25 00:00:00,Left-Back,Defender,left,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4251_2578_2012_12_06_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/callum-davidson/profil/spieler/4251,SC1,St. Johnstone FC,150000,1250000
4257,Samuel,Eto'o,Samuel Eto'o,2017,2293,samuel-etoo,Cameroon,Douala,Cameroon,1981-03-10 00:00:00,Centre-Forward,Attack,both,180,,,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,,,,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257,TR1,Konyaspor,1000000,42000000
4267,Tim,Howard,Tim Howard,2015,29,tim-howard,United States,"North Brunswick, New Jersey",United States,1979-03-06 00:00:00,Goalkeeper,Goalkeeper,right,191,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/4267-1587066706.jpg?lm=1,,,,https://www.transfermarkt.co.uk/tim-howard/profil/spieler/4267,GB1,Everton Football Club,300000,10000000
4276,Carlos,Tevez,Carlos Tevez,2014,506,carlos-tevez,Argentina,Ciudadela,Argentina,1984-02-05 00:00:00,Second Striker,Attack,right,171,,,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,,,,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276,IT1,Juventus Football Club,300000,40000000
4277,Philippe,Senderos,Philippe Senderos,2016,124,philippe-senderos,Switzerland,Genf,Switzerland,1985-02-14 00:00:00,Centre-Back,Defender,right,189,,,https://img.a.transfermarkt.technology/portrait/header/4277-1521307855.JPG?lm=1,,,,https://www.transfermarkt.co.uk/philippe-senderos/profil/spieler/4277,SC1,Rangers Football Club,300000,9700000
4310,Bogdan,Lobont,Bogdan Lobont,2017,12,bogdan-lobont,Romania,Hunedoara,Romania,1978-01-18 00:00:00,Goalkeeper,Goalkeeper,right,185,,,https://img.a.transfermarkt.technology/portrait/header/4310-1408617141.jpg?lm=1,,,,https://www.transfermarkt.co.uk/bogdan-lobont/profil/spieler/4310,IT1,Associazione Sportiva Roma,100000,3000000
4311,Maarten,Stekelenburg,Maarten Stekelenburg,2022,610,maarten-stekelenburg,,Haarlem,,1982-09-22 00:00:00,Goalkeeper,Goalkeeper,right,197,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/4311-1666951999.jpg?lm=1,,,,https://www.transfermarkt.co.uk/maarten-stekelenburg/profil/spieler/4311,NL1,AFC Ajax Amsterdam,75000,11000000
4314,Cristian,Chivu,Cristian Chivu,2013,46,cristian-chivu,Romania,Reşiţa,Romania,1980-10-26 00:00:00,Centre-Back,Defender,left,184,,Ioan Becali,https://img.a.transfermarkt.technology/portrait/header/4314-1588661612.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cristian-chivu/profil/spieler/4314,IT1,Football Club Internazionale Milano S.p.A.,800000,24000000
4315,Johnny,Heitinga,Johnny Heitinga,2015,610,johnny-heitinga,Netherlands,Alphen aan den Rijn,Netherlands,1983-11-15 00:00:00,Centre-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/4315-1406751625.jpg?lm=1,,,,https://www.transfermarkt.co.uk/johnny-heitinga/profil/spieler/4315,NL1,AFC Ajax Amsterdam,1000000,12000000
4316,Petri,Pasanen,Petri Pasanen,2013,678,petri-pasanen,Finland,Lahti,Finland,1980-09-24 00:00:00,Centre-Back,Defender,right,187,,,https://img.a.transfermarkt.technology/portrait/header/s_4316_3443_2010_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/petri-pasanen/profil/spieler/4316,DK1,Aarhus Gymnastik Forening,100000,5000000
4317,,Maxwell,Maxwell,2016,583,maxwell,Brazil,Cachoeiro de Itapemirim,Brazil,1981-08-27 00:00:00,Left-Back,Defender,left,176,,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/s_4317_583_2013_10_24_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/maxwell/profil/spieler/4317,FR1,Paris Saint-Germain Football Club,1000000,13500000
4321,Steven,Pienaar,Steven Pienaar,2016,289,steven-pienaar,South Africa,"Johannesburg, Gauteng",South Africa,1982-03-17 00:00:00,Left Midfield,Midfield,both,170,,ExtraTime S.L.,https://img.a.transfermarkt.technology/portrait/header/4321-1485265394.jpg?lm=1,,,,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321,GB1,Sunderland Association Football Club,500000,11000000
4323,Jelle,Van Damme,Jelle Van Damme,2018,1096,jelle-van-damme,Belgium,Lokeren,Belgium,1983-10-10 00:00:00,Centre-Back,Defender,left,190,,,https://img.a.transfermarkt.technology/portrait/header/4323-1587382665.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jelle-van-damme/profil/spieler/4323,BE1,Royal Antwerp Football Club,100000,4500000
4327,Nourdin,Boukhari,Nourdin Boukhari,2012,235,nourdin-boukhari,Netherlands,Rotterdam,Morocco,1980-06-30 00:00:00,Attacking Midfield,Midfield,left,184,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/nourdin-boukhari/profil/spieler/4327,NL1,RKC Waalwijk,200000,2000000
4334,Jelle,ten Rouwelaar,Jelle ten Rouwelaar,2014,132,jelle-ten-rouwelaar,Netherlands,Joure,Netherlands,1980-12-24 00:00:00,Goalkeeper,Goalkeeper,left,187,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/4334-1418935756.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jelle-ten-rouwelaar/profil/spieler/4334,NL1,Nooit Opgeven Altijd Doorzetten Aangenaam Door Vermaak En Nuttig Door Ontspanning Combinatie Breda,250000,1500000
4337,Kasper,Bögelund,Kasper Bögelund,2012,1053,kasper-bogelund,Denmark,Odense,Denmark,1980-10-08 00:00:00,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4337_123_2013_10_01_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/kasper-bogelund/profil/spieler/4337,DK1,Aalborg BK,250000,2300000
4338,Wilfred,Bouma,Wilfred Bouma,2012,383,wilfred-bouma,Netherlands,Helmond,Netherlands,1978-06-15 00:00:00,Left-Back,Defender,left,181,,,https://img.a.transfermarkt.technology/portrait/header/s_4338_383_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/wilfred-bouma/profil/spieler/4338,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,1000000,5500000
4344,Michael,Lamey,Michael Lamey,2013,235,michael-lamey,Netherlands,Amsterdam,Netherlands,1979-11-29 00:00:00,Right-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/s_4344_235_2013_07_16_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/michael-lamey/profil/spieler/4344,NL1,RKC Waalwijk,250000,1200000
4349,Theo,Lucius,Theo Lucius,2012,235,theo-lucius,Netherlands,Veghel,Netherlands,1976-12-19 00:00:00,Defensive Midfield,Midfield,right,184,,Soccer-Solutions,https://img.a.transfermarkt.technology/portrait/header/4349-1616148229.jpg?lm=1,,,,https://www.transfermarkt.co.uk/theo-lucius/profil/spieler/4349,NL1,RKC Waalwijk,250000,3000000
4351,Remco,van der Schaaf,Remco van der Schaaf,2012,5724,remco-van-der-schaaf,Netherlands,Ten Boer,Netherlands,1979-02-28 00:00:00,Centre-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/4351-1616148175.jpg?lm=1,,,,https://www.transfermarkt.co.uk/remco-van-der-schaaf/profil/spieler/4351,DK1,Randers Fodbold Club,100000,2000000
4357,Klaas-Jan,Huntelaar,Klaas-Jan Huntelaar,2020,610,klaas-jan-huntelaar,Netherlands,Voor-Drempt,Netherlands,1983-08-12 00:00:00,Centre-Forward,Attack,right,186,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/4357-1684166367.jpg?lm=1,,,,https://www.transfermarkt.co.uk/klaas-jan-huntelaar/profil/spieler/4357,NL1,AFC Ajax Amsterdam,800000,20000000
4359,Adil,Ramzi,Adil Ramzi,2012,192,adil-ramzi,Morocco,Marrakesch,Morocco,1977-07-14 00:00:00,Left Midfield,Midfield,right,179,,,https://img.a.transfermarkt.technology/portrait/header/s_4359_192_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/adil-ramzi/profil/spieler/4359,NL1,Roda JC Kerkrade,400000,1500000
4360,Arjen,Robben,Arjen Robben,2020,202,arjen-robben,Netherlands,Bedum,Netherlands,1984-01-23 00:00:00,Right Winger,Attack,left,180,,,https://img.a.transfermarkt.technology/portrait/header/4360-1540568808.jpg?lm=1,,,,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,NL1,Football Club Groningen,200000,40000000
4361,Dennis,Rommedahl,Dennis Rommedahl,2013,235,dennis-rommedahl,Denmark,Kopenhagen,Denmark,1978-07-22 00:00:00,Right Winger,Attack,right,179,,,https://img.a.transfermarkt.technology/portrait/header/4361-1412867415.jpg?lm=1,,,,https://www.transfermarkt.co.uk/dennis-rommedahl/profil/spieler/4361,NL1,RKC Waalwijk,100000,4000000
